word,part_of_speech,meaning,example
hoa tay,danh từ,đường vân xoáy tròn ở đầu ngón tay (nói khái quát); được coi là dấu hiệu biểu thị sự khéo tay bẩm sinh: người thợ có hoa tay,người thợ có hoa tay
hoá thạch,danh từ,di tích hoá đá của cổ sinh vật để lại ở các tầng đất đá: mẫu hoá thạch * phát hiện ra hoá thạch của loài khủng long,mẫu hoá thạch * phát hiện ra hoá thạch của loài khủng long
hoa thị,danh từ,"hình giống như bông hoa nhiều cánh (*), dùng để đánh dấu hoặc trang trí: đánh dấu hoa thị",đánh dấu hoa thị
hoạ tiết,danh từ,"hình vẽ đã được cách điệu hoá, dùng để trang trí: trên mặt trống đồng có nhiều hoạ tiết rất tinh vi",trên mặt trống đồng có nhiều hoạ tiết rất tinh vi
hoa tiêu,danh từ,"người am hiểu tình hình, điều kiện đường thuỷ hoặc đường không, giúp cho việc điều khiển tàu bè, máy bay hoạt động được an toàn: có hoa tiêu dẫn đường * tàu hoa tiêu",có hoa tiêu dẫn đường * tàu hoa tiêu
hoa tigôn,danh từ,"cây bụi thân leo, cành non có hai ba tua cuốn ở tận cùng, lá hình bầu dục nhọn, hoa thường có màu trắng hoặc hồng nhạt, trồng làm cảnh: giàn hoa tigôn",giàn hoa tigôn
hoả tuyến,danh từ,tuyến chiến đấu nằm trong tầm đạn của đối phương: dân công hoả tuyến,dân công hoả tuyến
hoà ước,danh từ,"điều ước do hai hay nhiều nước kí kết để lập lại hoà bình, giải quyết những hậu quả của chiến tranh: kí hoà ước",kí hoà ước
hoa viên,danh từ,(cũ) vườn hoa: đi bách bộ trong hoa viên,đi bách bộ trong hoa viên
hoa văn,danh từ,"hình trang trí được vẽ, chạm, khắc trên các đồ vật (nói khái quát): trên trống đồng có nhiều hoa văn",trên trống đồng có nhiều hoa văn
hoài bão,danh từ,điều lớn lao và tốt đẹp ấp ủ trong lòng dự định muốn làm: ấp ủ nhiều hoài bão * nuôi hoài bão,ấp ủ nhiều hoài bão * nuôi hoài bão
hoài cảm,danh từ,(văn chương) niềm thương nhớ và xúc động: những hoài cảm cứ vấn vương trong lòng,những hoài cảm cứ vấn vương trong lòng
hoài nghi,danh từ,"điều vẫn còn nghi hoặc, khiến cho không thể tin hẳn được: xoá bỏ mọi hoài nghi * gieo rắc hoài nghi để gây chia rẽ",xoá bỏ mọi hoài nghi * gieo rắc hoài nghi để gây chia rẽ
hoài vọng,danh từ,điều mong ước cao xa khó đạt được: không có hoài vọng * chỉ sống bằng hoài vọng,không có hoài vọng * chỉ sống bằng hoài vọng
hoàn cầu,danh từ,(cũ) toàn thế giới: chiến thắng làm chấn động hoàn cầu * đi khắp hoàn cầu,chiến thắng làm chấn động hoàn cầu * đi khắp hoàn cầu
hoàn cảnh,danh từ,"toàn thể nói chung những nhân tố khách quan có tác động đến con người hay sự vật, hiện tượng nào đó: hoàn cảnh khó khăn * bị hoàn cảnh xô đẩy",hoàn cảnh khó khăn * bị hoàn cảnh xô đẩy
hoan lạc,danh từ,(cũ) như khoái lạc: thú hoan lạc,thú hoan lạc
hoàn lưu,danh từ,dòng nước hoặc khối không khí chuyển động thành vòng tròn: hoàn lưu của cơn bão,hoàn lưu của cơn bão
hoạn nạn,danh từ,"sự việc không may, gây đau khổ lớn cho con người: gặp hoạn nạn",gặp hoạn nạn
hoang đảo,danh từ,"đảo hoang, không có người ở: thuyền dạt vào một hoang đảo",thuyền dạt vào một hoang đảo
hoàng đạo,danh từ,quỹ đạo chuyển động biểu kiến của Mặt Trời trên nền sao.,ngày hoàng đạo * chọn giờ hoàng đạo để khởi hành
hoàng gia,danh từ,như hoàng tộc: nối nghiệp hoàng gia,nối nghiệp hoàng gia
hoàng hôn,danh từ,"lúc mặt trời mới lặn, ánh sáng yếu ớt và mờ dần: hoàng hôn buông xuống * buổi hoàng hôn của cuộc đời (b)",hoàng hôn buông xuống * buổi hoàng hôn của cuộc đời (b)
hoàng kim,danh từ,"vàng; dùng để ví sự phồn thịnh nhất, đẹp nhất của một nền văn minh, một thời đại, một thời kì (thường là đã qua): thời kì hoàng kim của đế chế La Mã",thời kì hoàng kim của đế chế La Mã
hoàng yến,danh từ,"chim nhỏ cùng họ với bạch yến, lông màu vàng nhạt, nuôi làm cảnh.",cái khăn màu hoàng yến
hoành phi,danh từ,"biển gỗ lớn có khắc chữ Hán, thường treo ngang giữa gian nhà để thờ hoặc trang trí: phía trên bàn thờ có treo một bức hoành phi",phía trên bàn thờ có treo một bức hoành phi
hoạt cảnh,danh từ,"hình thức nghệ thuật sân khấu ngắn, nhẹ, phản ánh một cảnh sinh hoạt xã hội: hoạt cảnh ngày mùa",hoạt cảnh ngày mùa
học bổng,danh từ,"tiền trợ cấp ăn học mà nhà nước hay một tổ chức nào đó dành cho những học sinh, sinh viên đạt thành tích cao trong học tập: cấp học bổng cho học sinh nghèo * xin học bổng đi du học",cấp học bổng cho học sinh nghèo * xin học bổng đi du học
học giả,danh từ,người chuyên làm công tác nghiên cứu và có tri thức khoa học sâu rộng: một học giả nổi tiếng,một học giả nổi tiếng
học hàm,danh từ,"cấp bậc của người nghiên cứu, giảng dạy ở bậc đại học, ở các viện nghiên cứu: học hàm giáo sư, phó giáo sư","học hàm giáo sư, phó giáo sư"
học đường,danh từ,trường học: chốn học đường * câu chuyện học đường,chốn học đường * câu chuyện học đường
học phí,danh từ,tiền học sinh phải đóng cho nhà trường theo định kì: là con thương binh nên được giảm học phí,là con thương binh nên được giảm học phí
học lực,danh từ,sức học: học lực khá * chia nhóm theo học lực,học lực khá * chia nhóm theo học lực
học sinh,danh từ,người học ở bậc phổ thông: học sinh tiểu học * thời học sinh,học sinh tiểu học * thời học sinh
học phiệt,danh từ,học giả có thế lực chuyên tìm cách đàn áp những tư tưởng học thuật khác mình nhằm nắm quyền chi phối hoặc giữ độc quyền về học thuật: tư tưởng học phiệt,tư tưởng học phiệt
học phẩm,danh từ,"(hiếm) đồ dùng cần thiết cho việc học tập của học sinh, như giấy bút, phấn, bảng đen, v.v. (nói khái quát): cửa hàng kinh doanh học phẩm",cửa hàng kinh doanh học phẩm
học phái,danh từ,(cũ) nhóm học giả cùng theo một xu hướng học thuật riêng: đứng đầu một học phái * các học phái đối lập,đứng đầu một học phái * các học phái đối lập
học thức,danh từ,tri thức do học tập mà có: trình độ học thức cao * một người có học thức,trình độ học thức cao * một người có học thức
học trình,danh từ,đơn vị xác định khối lượng kiến thức được truyền đạt trong 15 tiết trên giảng đường đại học: xác định số học trình của một môn học,xác định số học trình của một môn học
học vấn,danh từ,"những hiểu biết, tri thức nhờ học tập mà có: kiểm tra trình độ học vấn * có học vấn cao",kiểm tra trình độ học vấn * có học vấn cao
học viên,danh từ,người (thường là lớn tuổi) học ở những trường lớp không thuộc hệ thống giáo dục phổ thông hay đại học: học viên cao học * học viên của trung tâm dạy nghề,học viên cao học * học viên của trung tâm dạy nghề
học thuật,danh từ,"tri thức khoa học có được do học tập, nghiên cứu (nói khái quát): giá trị học thuật * quan điểm học thuật * trao đổi những vấn đề về học thuật",giá trị học thuật * quan điểm học thuật * trao đổi những vấn đề về học thuật
học viện,danh từ,tên gọi của một số trường tương đương trường đại học hoặc cơ quan nghiên cứu khoa học tương đương viện: học viện quân y * học viện quốc phòng,học viện quân y * học viện quốc phòng
học trò,danh từ,"(khẩu ngữ) học sinh: tuổi học trò * ""Học trò đèn sách hôm mai, Ngày sau thi đỗ nên trai mới hào."" (ca dao)","tuổi học trò * ""Học trò đèn sách hôm mai, Ngày sau thi đỗ nên trai mới hào."" (ca dao)"
học trò,danh từ,"người kế tục học thuyết của một người khác hoặc được người khác trực tiếp giáo dục và rèn luyện: Viện Pasteur ở Hà Nội do Yersin, học trò của Pasteur xây dựng","Viện Pasteur ở Hà Nội do Yersin, học trò của Pasteur xây dựng"
hòm thư,danh từ,thùng để bỏ thư.,mã số hòm thư của đơn vị
hòm xiểng,danh từ,"hòm đựng quần áo, đồ đạc (nói khái quát): sắp xếp hòm xiểng",sắp xếp hòm xiểng
hội chợ,danh từ,"tổ chức trưng bày để giới thiệu các sản phẩm và hàng hoá của một địa phương, một ngành, một nước hoặc nhiều nước trong một thời gian nhất định: hội chợ triển lãm * tham gia hội chợ quốc tế",hội chợ triển lãm * tham gia hội chợ quốc tế
hội diễn,danh từ,"cuộc trình diễn chung nhiều tiết mục văn nghệ của ngành nghệ thuật sân khấu nhằm trao đổi kinh nghiệm, đánh giá phong trào: hội diễn văn nghệ quần chúng",hội diễn văn nghệ quần chúng
hội chứng,danh từ,tập hợp các triệu chứng cùng xuất hiện của bệnh: hội chứng viêm màng não * hội chứng suy giảm miễn dịch mắc phải,hội chứng viêm màng não * hội chứng suy giảm miễn dịch mắc phải
hội chứng,danh từ,"(khẩu ngữ) tập hợp các hiện tượng, sự kiện (thường là không tốt) cùng xuất hiện ở nhiều người, nhiều nơi của một tình trạng, một vấn đề xã hội: hội chứng li hôn",hội chứng li hôn
hối đoái,danh từ,việc đổi tiền tệ của một nước lấy tiền tệ của một nước khác: tỉ giá hối đoái,tỉ giá hối đoái
hội đoàn,danh từ,tổ chức đoàn thể của những người có cùng một hoạt động hoặc có cùng một công tác chuyên môn: hội đoàn từ thiện,hội đoàn từ thiện
hội đồng,danh từ,tập thể những người được chỉ định hoặc được bầu ra để họp bàn và quyết định những công việc nhất định nào đó: hội đồng giám khảo * lập hội đồng kỉ luật,hội đồng giám khảo * lập hội đồng kỉ luật
hội giảng,danh từ,hội thi giảng dạy của các giáo viên nhằm đánh giá trình độ và trao đổi kinh nghiệm: hội giảng giáo viên toàn quốc,hội giảng giáo viên toàn quốc
hội hoạ,danh từ,"nghệ thuật dùng đường nét, màu sắc để phản ánh thế giới hình thể lên trên mặt phẳng: triển lãm hội hoạ * niềm đam mê hội hoạ",triển lãm hội hoạ * niềm đam mê hội hoạ
hồi hương,danh từ,(cây) hồi: hoa hồi hương,hoa hồi hương
hồi môn,danh từ,tiền của mà người con gái có hoặc được cha mẹ cho để mang theo khi về nhà chồng: của hồi môn,của hồi môn
hội nghị,danh từ,"cuộc họp được tổ chức với quy mô lớn, có nhiều người dự, để bàn bạc hoặc giải quyết một công việc có tính chất chung nào đó: hội nghị Diên Hồng * hội nghị thượng đỉnh các nước nói tiếng Pháp",hội nghị Diên Hồng * hội nghị thượng đỉnh các nước nói tiếng Pháp
hồi quang,danh từ,ánh sáng phản chiếu lại; thường dùng để chỉ hình ảnh còn lại của những sự kiện đã qua: hồi quang của chiến thắng,hồi quang của chiến thắng
hội viên,danh từ,thành viên của một hội: hội viên hội cựu chiến binh * hội viên hội văn học nghệ thuật,hội viên hội cựu chiến binh * hội viên hội văn học nghệ thuật
hồi văn,danh từ,hình thức trang trí cổ thể hiện bằng những đường nét gấp khúc lặp lại và nối tiếp nhau thành đường diềm chạy dài: chiếu dệt hồi văn,chiếu dệt hồi văn
hôm kia,danh từ,"ngày liền trước ngày hôm qua, cách hôm nay một ngày: anh ấy đi từ hôm kia * mới bắt đầu làm từ hôm kia",anh ấy đi từ hôm kia * mới bắt đầu làm từ hôm kia
hôm sớm,danh từ,"buổi tối và buổi sáng, cả ngày lẫn đêm; chỉ sự thường xuyên, luôn luôn: tảo tần hôm sớm * ""Không ai hôm sớm bạn cùng, Nương mai mai gãy, dựa tùng tùng xiêu."" (ca dao)","tảo tần hôm sớm * ""Không ai hôm sớm bạn cùng, Nương mai mai gãy, dựa tùng tùng xiêu."" (ca dao)"
hôm mai,danh từ,"(văn chương) như hôm sớm: ""Học trò đèn sách hôm mai, Ngày sau thi đỗ nên trai mới hào."" (ca dao)","""Học trò đèn sách hôm mai, Ngày sau thi đỗ nên trai mới hào."" (ca dao)"
